age,income,loan_amount,loan_approved,education,gender,credit_score,employment_status
46.0,95303.44,15542.29,Yes,Masters,Male,776.0,Employed
32.0,90695.35,21479.06,Yes,Masters,Female,710.0,Unemployed
57.0,68321.12,18884.58,No,Masters,Female,765.0,Self-Employed
41.0,,14138.21,Yes,Masters,Female,678.0,Employed
47.0,80455.66,12639.06,Yes,Bachelors,Female,766.0,Self-Employed
37.0,95156.86,20136.4,No,Masters,Female,669.0,Employed
35.0,66559.89,16663.85,Yes,Bachelors,Male,692.0,Employed
55.0,59828.39,13460.06,No,Masters,Female,699.0,Employed
43.0,88645.69,8543.26,Yes,PhD,Male,706.0,Employed
53.0,47062.63,23470.21,Yes,Masters,Female,774.0,Self-Employed
41.0,75054.8,9364.76,No,Masters,Female,739.0,Unemployed
30.0,91203.46,16422.13,Yes,High School,Male,671.0,Employed
32.0,78604.95,24126.21,No,Masters,Male,666.0,Self-Employed
39.0,58660.49,13293.89,Yes,Masters,Male,728.0,Employed
32.0,49975.33,14772.61,Yes,Bachelors,Male,708.0,Employed
27.0,93741.47,19268.64,Yes,Bachelors,Male,730.0,Self-Employed
50.0,66486.68,9034.32,No,High School,Male,638.0,Employed
33.0,51971.86,6651.0,Yes,Bachelors,Male,,Employed
,92777.15,13214.48,Yes,Masters,Male,635.0,Employed
41.0,86020.04,15403.52,No,Masters,Female,709.0,Employed
32.0,48965.18,15346.97,No,Bachelors,Male,683.0,Employed
53.0,120286.1,22086.01,Yes,High School,Female,658.0,Self-Employed
27.0,59189.36,10270.5,No,PhD,Male,751.0,Self-Employed
41.0,85680.99,14281.45,Yes,High School,Male,710.0,Employed
40.0,109731.69,22536.34,Yes,High School,Female,662.0,Employed
37.0,,13610.78,Yes,High School,Female,697.0,Unemployed
25.0,75183.59,24934.88,No,Bachelors,Female,753.0,Unemployed
47.0,41354.66,13828.52,Yes,Bachelors,Female,769.0,Employed
45.0,110820.58,11529.79,No,Bachelors,Male,799.0,Unemployed
31.0,87302.73,14804.18,No,Masters,Female,736.0,Employed
45.0,41702.92,16297.96,Yes,High School,Male,695.0,Employed
42.0,100892.53,12942.27,No,Masters,Male,688.0,Employed
25.0,71223.04,16990.7,Yes,Bachelors,Female,746.0,Employed
29.0,64446.84,14254.12,Yes,Bachelors,Male,786.0,Employed
49.0,58557.93,21347.42,Yes,PhD,Female,621.0,Employed
41.0,73423.24,17539.46,No,Masters,Female,719.0,Employed
32.0,86159.28,15053.81,Yes,Masters,Female,657.0,Employed
29.0,60106.15,13417.47,Yes,High School,Male,724.0,Unemployed
33.0,,,No,Masters,Female,806.0,Unemployed
34.0,137612.29,15155.84,Yes,Masters,Female,631.0,Employed
30.0,79513.99,12737.62,Yes,Masters,Male,637.0,Employed
21.0,89318.16,11384.3,Yes,High School,Female,796.0,Employed
49.0,50834.62,18496.98,Yes,High School,Female,736.0,Employed
48.0,42851.94,12641.82,No,High School,Female,719.0,Employed
25.0,99290.66,13500.39,Yes,High School,Male,765.0,Employed
39.0,93581.37,17766.29,Yes,Masters,Male,808.0,Employed
29.0,104277.16,20354.49,Yes,Masters,Male,734.0,Self-Employed
35.0,68408.08,17975.76,Yes,Masters,Male,719.0,Employed
35.0,95086.28,19263.81,Yes,Bachelors,Male,626.0,Employed
34.0,18914.73,18547.89,No,Bachelors,Male,675.0,Unemployed
58.0,80824.42,15041.51,Yes,Masters,Male,627.0,Employed
34.0,90660.53,16972.92,No,Masters,Female,722.0,Employed
30.0,,24129.46,Yes,Bachelors,Male,791.0,Employed
30.0,91116.68,14020.32,Yes,Bachelors,Female,699.0,Employed
48.0,66404.22,9537.75,No,High School,Female,743.0,Employed
21.0,68405.99,2368.11,Yes,High School,Female,764.0,Employed
30.0,64828.01,24677.88,Yes,Masters,Male,740.0,Employed
52.0,101626.36,24904.03,No,Bachelors,Male,716.0,Employed
40.0,60912.72,10045.71,Yes,Masters,Male,652.0,Unemployed
40.0,58466.71,21429.82,No,Masters,Male,756.0,Self-Employed
59.0,52855.4,20162.68,Yes,Bachelors,Female,780.0,Employed
40.0,62628.49,18206.12,No,Bachelors,Male,721.0,Employed
31.0,73900.06,17515.99,Yes,Bachelors,Male,703.0,Self-Employed
35.0,82771.78,11276.83,Yes,High School,Male,761.0,Employed
27.0,54934.18,15646.58,No,Masters,Male,737.0,Employed
51.0,77458.08,16739.84,Yes,Bachelors,Male,801.0,Self-Employed
44.0,82239.42,15348.69,No,Bachelors,Female,697.0,Employed
49.0,51344.49,14726.35,No,High School,Male,757.0,Employed
50.0,71262.73,21501.96,Yes,Masters,Male,741.0,Self-Employed
34.0,68303.03,20078.43,Yes,Bachelors,Male,722.0,Self-Employed
29.0,71476.99,19371.22,No,Masters,Male,690.0,Employed
37.0,59400.21,19661.93,Yes,Bachelors,Male,758.0,Employed
29.0,67290.01,16146.63,Yes,Bachelors,Male,800.0,Employed
40.0,70621.42,20829.99,No,Masters,Male,620.0,Unemployed
49.0,107280.96,,Yes,Bachelors,Female,728.0,Employed
36.0,70894.78,15347.79,Yes,Bachelors,Female,749.0,Employed
39.0,96768.28,18540.25,No,Masters,Male,678.0,Employed
37.0,98282.22,17717.24,Yes,PhD,Male,742.0,Employed
46.0,43620.63,16871.76,No,Masters,Female,738.0,Employed
31.0,64176.22,19635.44,Yes,High School,Female,756.0,Employed
16.0,98323.47,22205.21,No,Bachelors,Female,703.0,Self-Employed
43.0,73622.17,9682.29,Yes,Masters,Female,654.0,Employed
48.0,67672.32,16501.8,No,PhD,Female,721.0,Employed
42.0,85000.6,11388.34,Yes,Bachelors,Female,785.0,Employed
32.0,91350.5,20350.2,Yes,Masters,Male,764.0,Employed
27.0,69412.58,18619.94,No,Bachelors,Male,654.0,Employed
43.0,64434.92,10148.33,Yes,Masters,Female,712.0,Employed
39.0,22728.61,14966.61,No,High School,Male,715.0,Employed
37.0,70941.07,7494.32,Yes,Masters,Male,750.0,Employed
56.0,,19749.3,No,Bachelors,Male,715.0,Employed
29.0,49869.45,12320.87,Yes,High School,Female,712.0,Employed
56.0,65893.3,9348.95,No,PhD,Male,691.0,Employed
38.0,61651.76,13271.93,Yes,Bachelors,Male,841.0,Self-Employed
20.0,73383.3,17919.27,Yes,Masters,Female,631.0,Employed
36.0,64419.94,16434.5,Yes,Masters,Female,721.0,Self-Employed
48.0,78939.95,12554.47,No,High School,Male,727.0,Unemployed
34.0,73478.11,14475.28,No,Bachelors,Female,753.0,Employed
23.0,95470.99,13541.17,No,Masters,Female,700.0,Employed
36.0,59314.04,10329.6,Yes,Masters,Female,698.0,Employed
29.0,105596.98,5671.68,Yes,Bachelors,Female,747.0,Unemployed
43.0,,14967.8,Yes,Bachelors,Female,702.0,Self-Employed
46.0,99734.88,17925.03,No,Masters,Male,686.0,Employed
27.0,75055.36,14920.29,No,Masters,Male,775.0,Employed
31.0,64373.67,25248.73,No,PhD,Male,669.0,Employed
46.0,59241.05,12021.08,No,Bachelors,Male,684.0,Employed
29.0,105047.79,14790.57,Yes,High School,Female,738.0,Self-Employed
27.0,91933.23,17430.49,No,PhD,Male,757.0,Employed
26.0,49837.67,17203.51,Yes,Bachelors,Male,708.0,Employed
42.0,89552.31,13720.53,Yes,High School,Female,,Employed
41.0,53492.8,14728.92,No,High School,Female,730.0,Employed
31.0,76485.82,14583.37,No,Masters,Male,705.0,Employed
38.0,86518.65,18416.32,Yes,Masters,Male,671.0,Employed
53.0,99159.52,11525.49,Yes,High School,Female,769.0,Employed
,74750.89,2831.29,Yes,Bachelors,Male,670.0,Employed
18.0,67320.08,13284.43,Yes,Bachelors,Male,854.0,Employed
43.0,70882.64,,Yes,Bachelors,Female,694.0,Employed
37.0,91336.93,19006.41,No,Masters,Female,800.0,Employed
31.0,85767.63,7156.85,Yes,Masters,Male,775.0,Employed
45.0,69673.32,18375.5,Yes,Masters,Male,705.0,Employed
46.0,32733.0,,No,Bachelors,Female,772.0,Employed
16.0,21310.52,13125.33,Yes,Masters,Female,,Employed
31.0,74506.72,9609.4,Yes,High School,Male,703.0,Employed
61.0,46375.01,10932.05,Yes,Masters,Male,634.0,Employed
44.0,59423.12,12200.32,Yes,PhD,Female,644.0,Employed
45.0,65461.16,24176.26,No,High School,Female,750.0,Employed
50.0,111529.71,18200.53,Yes,Bachelors,Female,719.0,Unemployed
38.0,72447.45,11452.07,Yes,Bachelors,Female,729.0,Self-Employed
46.0,84399.54,12289.99,Yes,High School,Male,770.0,Employed
45.0,80090.95,14812.76,Yes,Masters,Female,701.0,Employed
43.0,21562.25,12834.12,Yes,PhD,Male,758.0,Unemployed
35.0,62010.18,15078.4,Yes,High School,Female,689.0,Employed
40.0,45599.4,14271.34,Yes,Masters,Female,725.0,Employed
32.0,104544.06,15486.36,Yes,High School,Female,729.0,Employed
38.0,33613.71,5008.42,Yes,High School,Female,667.0,Employed
26.0,61583.52,19001.45,Yes,Bachelors,Female,720.0,Employed
30.0,64785.45,12199.34,Yes,Bachelors,Male,763.0,Employed
35.0,50283.21,19534.25,Yes,Masters,Male,746.0,Self-Employed
29.0,72028.48,25980.37,Yes,Bachelors,Female,793.0,Employed
33.0,69154.44,7736.65,No,Masters,Male,697.0,Unemployed
36.0,73260.91,15492.15,Yes,High School,Male,796.0,Employed
42.0,80049.83,12899.61,Yes,Bachelors,Male,731.0,Employed
47.0,74736.38,16974.06,No,High School,Female,696.0,Employed
33.0,77609.52,4463.26,No,PhD,Male,728.0,Employed
51.0,92244.23,13208.8,Yes,Bachelors,Male,684.0,Employed
47.0,37006.7,10906.89,No,Masters,Male,736.0,Employed
43.0,83999.33,23135.14,Yes,Masters,Female,638.0,Employed
40.0,49085.95,24296.51,Yes,Bachelors,Male,782.0,Employed
41.0,57152.02,13569.39,Yes,Bachelors,Male,688.0,Employed
50.0,72421.71,9263.72,Yes,High School,Female,722.0,Self-Employed
50.0,78226.42,10807.03,Yes,Bachelors,Male,780.0,Employed
51.0,80581.08,15195.27,No,High School,Female,689.0,Unemployed
38.0,51097.56,7993.33,No,Bachelors,Female,754.0,Employed
44.0,102623.88,17595.29,No,Masters,Male,778.0,Self-Employed
51.0,61642.95,14018.65,Yes,Bachelors,Female,727.0,Unemployed
32.0,55611.86,16781.63,Yes,Masters,Male,740.0,Employed
35.0,44561.28,16971.98,No,Masters,Female,785.0,Employed
38.0,42589.74,21897.08,Yes,Bachelors,Female,662.0,Self-Employed
47.0,42004.02,18175.12,No,Masters,Male,780.0,Self-Employed
47.0,76287.17,16464.79,Yes,PhD,Female,638.0,Employed
36.0,82083.58,16246.23,Yes,High School,Male,694.0,Employed
23.0,52715.9,5108.66,Yes,PhD,Male,819.0,Employed
40.0,47162.42,15898.3,Yes,Bachelors,Male,768.0,Employed
29.0,65767.09,18060.71,No,Bachelors,Female,721.0,Employed
23.0,71945.73,14393.89,No,High School,Male,823.0,Unemployed
25.0,75259.55,23324.12,Yes,High School,Male,665.0,Employed
41.0,50714.27,7573.01,No,Masters,Female,746.0,Employed
52.0,66656.07,11300.7,No,PhD,Female,715.0,Employed
38.0,101343.55,11823.87,Yes,High School,Female,721.0,Unemployed
40.0,46104.72,15046.33,No,High School,Male,758.0,Employed
50.0,69417.43,,Yes,Bachelors,Female,752.0,Employed
23.0,79999.62,8797.26,No,Masters,Female,725.0,Self-Employed
43.0,50642.46,13221.08,Yes,PhD,Male,758.0,Employed
,82226.29,20073.97,Yes,High School,Male,789.0,Employed
44.0,43215.29,18770.93,No,Masters,Male,737.0,Employed
33.0,82690.35,11525.42,Yes,Masters,Female,761.0,Self-Employed
30.0,70867.13,13133.26,Yes,High School,Female,731.0,Self-Employed
39.0,41611.58,11111.82,Yes,Bachelors,Male,696.0,Employed
54.0,83753.31,8692.7,Yes,Masters,Female,723.0,Self-Employed
47.0,52082.79,,No,Masters,Female,754.0,Self-Employed
33.0,66933.78,8594.42,Yes,High School,Male,632.0,Employed
25.0,82603.34,18314.28,Yes,Masters,Male,735.0,Employed
,50711.13,24093.21,Yes,Bachelors,Male,755.0,Employed
51.0,59434.25,16878.41,Yes,Bachelors,Female,725.0,Unemployed
28.0,92523.18,18113.81,Yes,Masters,Female,672.0,Employed
35.0,28603.85,17971.4,Yes,Bachelors,Male,756.0,Employed
51.0,98373.46,12556.66,Yes,High School,Male,688.0,Employed
22.0,40714.91,16849.9,No,High School,Male,805.0,Employed
53.0,56014.59,16561.83,Yes,Masters,Male,773.0,Unemployed
35.0,75648.25,11870.55,Yes,Bachelors,Male,733.0,Self-Employed
27.0,82062.8,2418.42,No,Bachelors,Male,707.0,Employed
36.0,75959.8,9760.41,Yes,Masters,Male,647.0,Employed
31.0,70945.31,10289.58,No,Bachelors,Female,811.0,Employed
42.0,61279.1,17505.01,Yes,Masters,Male,690.0,Employed
32.0,101225.82,7605.46,No,Bachelors,Female,803.0,Employed
19.0,85459.13,24354.57,Yes,Bachelors,Male,610.0,Employed
36.0,93512.1,23146.16,Yes,Bachelors,Female,716.0,Employed
24.0,61572.85,20260.9,Yes,Bachelors,Male,691.0,Unemployed
40.0,23435.76,12449.62,Yes,Bachelors,Male,671.0,Employed
26.0,,4607.2,Yes,High School,Male,736.0,Employed
33.0,77128.67,19160.92,No,Bachelors,Female,802.0,Employed
40.0,73657.23,11260.58,Yes,Bachelors,Female,700.0,Employed
36.0,58652.5,18937.72,Yes,Masters,Female,731.0,Employed
41.0,63037.63,18006.14,Yes,Masters,Female,682.0,Employed
45.0,58019.01,12799.75,Yes,Bachelors,Female,674.0,Employed
26.0,70903.36,8899.21,No,Masters,Female,612.0,Self-Employed
37.0,47286.45,15935.94,No,PhD,Male,686.0,Employed
5.0,85252.22,7151.51,Yes,Masters,Female,708.0,Employed
40.0,110732.58,,No,Bachelors,Male,648.0,Self-Employed
35.0,58046.95,17350.8,Yes,Bachelors,Male,814.0,Employed
28.0,38144.19,11702.4,Yes,Bachelors,Male,745.0,Self-Employed
41.0,67959.7,7484.32,Yes,Masters,Female,756.0,Self-Employed
50.0,76304.47,23141.34,Yes,Masters,Male,646.0,Employed
33.0,79065.08,12325.97,Yes,Bachelors,Male,742.0,Employed
29.0,102050.21,13963.59,Yes,Bachelors,Male,796.0,Self-Employed
40.0,86316.06,20457.14,No,Masters,Male,716.0,Employed
25.0,33768.36,12158.47,Yes,PhD,Female,737.0,Employed
31.0,45280.53,11192.49,Yes,PhD,Male,707.0,Employed
50.0,78113.08,25050.64,No,Bachelors,Male,742.0,Employed
39.0,60916.94,11336.68,Yes,Masters,Female,720.0,Employed
19.0,100302.54,21084.06,Yes,PhD,Male,706.0,Employed
20.0,51257.35,15765.05,No,High School,Male,740.0,Employed
40.0,89214.2,15659.5,Yes,Bachelors,Male,720.0,Employed
47.0,57013.2,12467.35,Yes,Bachelors,Male,737.0,Self-Employed
22.0,75243.86,14002.14,Yes,PhD,Female,716.0,Employed
42.0,53441.48,23935.69,Yes,PhD,Female,774.0,Employed
51.0,81177.19,19276.01,Yes,Masters,Male,814.0,Employed
57.0,91454.23,8186.4,Yes,Bachelors,Male,733.0,Employed
41.0,75059.9,10042.93,No,Bachelors,Male,746.0,Employed
43.0,108182.65,16914.74,Yes,High School,Male,700.0,Employed
17.0,55591.28,18193.81,No,Bachelors,Female,752.0,Employed
59.0,71959.37,,Yes,Masters,Female,642.0,Employed
32.0,86916.99,14616.02,No,High School,Female,746.0,Employed
29.0,51004.44,10753.05,Yes,Bachelors,Female,674.0,Employed
35.0,71245.75,10950.04,Yes,Masters,Female,788.0,Employed
53.0,83280.8,3497.07,Yes,Bachelors,Male,762.0,Employed
60.0,88584.0,23167.76,Yes,Masters,Female,713.0,Self-Employed
,92836.86,1853.69,Yes,PhD,Male,751.0,Employed
48.0,52618.74,13792.78,Yes,Bachelors,Male,815.0,Unemployed
38.0,75765.17,6142.37,Yes,Bachelors,Male,715.0,Employed
28.0,43701.78,12077.85,Yes,Masters,Female,737.0,Self-Employed
53.0,55512.52,17880.99,No,Bachelors,Female,745.0,Employed
32.0,66517.74,3567.21,No,Bachelors,Female,749.0,Self-Employed
53.0,92880.55,16763.01,No,Masters,Male,705.0,Unemployed
51.0,80558.3,19357.44,Yes,Bachelors,Female,762.0,Self-Employed
44.0,70801.82,12913.77,Yes,Masters,Male,721.0,Self-Employed
56.0,78973.13,28696.82,Yes,Bachelors,Male,729.0,Self-Employed
60.0,80424.08,3775.04,Yes,PhD,Female,,Employed
36.0,77380.47,6435.39,No,Bachelors,Female,773.0,Self-Employed
30.0,58498.46,13484.23,Yes,Masters,Male,676.0,Employed
19.0,50866.21,13585.69,Yes,Bachelors,Male,647.0,Employed
60.0,65534.19,15572.36,Yes,Bachelors,Female,,Employed
34.0,54122.78,19641.41,No,Bachelors,Female,761.0,Employed
49.0,82425.57,,No,Masters,Male,696.0,Unemployed
31.0,100579.12,8209.2,Yes,PhD,Female,690.0,Employed
53.0,81272.81,11527.53,Yes,PhD,Female,721.0,Employed
31.0,33797.23,,No,High School,Male,659.0,Employed
26.0,57334.98,19047.36,Yes,Bachelors,Male,738.0,Employed
36.0,70362.98,14651.12,No,High School,Male,833.0,Employed
33.0,41304.07,12456.28,No,High School,Male,756.0,Self-Employed
44.0,70623.93,14236.05,Yes,High School,Male,740.0,Employed
37.0,79386.39,16810.31,No,Masters,Female,765.0,Employed
44.0,98177.17,15494.88,No,Bachelors,Male,844.0,Employed
35.0,106374.14,7958.52,Yes,Masters,Female,700.0,Employed
31.0,46169.52,7609.07,Yes,Masters,Male,701.0,Unemployed
32.0,67668.24,,No,High School,Male,692.0,Self-Employed
58.0,67920.67,18624.46,Yes,Bachelors,Male,646.0,Employed
40.0,55739.82,9695.89,Yes,Bachelors,Female,728.0,Self-Employed
18.0,71972.97,17037.41,No,PhD,Male,722.0,Self-Employed
33.0,68398.61,6057.21,Yes,Masters,Female,736.0,Self-Employed
39.0,82276.06,15355.44,Yes,High School,Female,668.0,Employed
56.0,97132.28,11091.9,Yes,Bachelors,Male,625.0,Employed
48.0,,4550.51,Yes,Masters,Female,,Employed
29.0,60199.0,12267.81,No,Bachelors,Male,736.0,Employed
62.0,49489.64,8683.39,No,High School,Female,738.0,Employed
38.0,110849.22,13617.45,Yes,Masters,Female,807.0,Self-Employed
50.0,88137.51,17063.19,Yes,Bachelors,Male,779.0,Self-Employed
26.0,77994.22,17283.98,Yes,Masters,Female,654.0,Self-Employed
14.0,66680.39,5114.52,Yes,Bachelors,Female,665.0,Unemployed
24.0,102237.57,17875.23,Yes,Bachelors,Male,746.0,Self-Employed
,66807.52,17064.66,Yes,Bachelors,Male,722.0,Employed
59.0,35757.66,12881.63,Yes,Bachelors,Female,769.0,Employed
40.0,75300.53,8658.46,Yes,Bachelors,Female,789.0,Employed
29.0,45443.88,12959.35,Yes,Bachelors,Female,739.0,Employed
43.0,75375.21,23056.18,No,High School,Male,723.0,Employed
40.0,96882.68,17982.67,Yes,Masters,Female,669.0,Employed
44.0,,19862.64,Yes,Masters,Female,671.0,Employed
50.0,52007.31,10055.37,Yes,Masters,Female,752.0,Employed
35.0,87294.55,12337.41,Yes,Bachelors,Male,659.0,Employed
29.0,60010.59,8515.19,No,Masters,Male,701.0,Employed
46.0,78303.29,11673.37,Yes,Masters,Female,663.0,Employed
46.0,78346.28,21791.1,No,Bachelors,Male,670.0,Employed
39.0,87791.4,12754.13,No,Masters,Female,711.0,Employed
60.0,57068.17,11554.47,No,Bachelors,Female,706.0,Self-Employed
34.0,18963.42,,Yes,Masters,Male,750.0,Employed
29.0,,12127.47,No,High School,Male,782.0,Self-Employed
42.0,38619.93,15463.67,No,Masters,Female,708.0,Employed
31.0,88703.53,12156.36,No,Masters,Female,660.0,Unemployed
43.0,69154.72,15954.39,No,High School,Female,703.0,Employed
30.0,64079.37,13099.7,Yes,Bachelors,Male,768.0,Unemployed
34.0,83811.11,9410.25,Yes,Bachelors,Female,671.0,Employed
57.0,35163.12,20270.44,Yes,Bachelors,Male,667.0,Employed
34.0,65995.86,24089.83,Yes,High School,Male,648.0,Self-Employed
30.0,78957.48,17487.85,No,PhD,Female,790.0,Self-Employed
50.0,75056.88,7491.11,Yes,PhD,Male,606.0,Employed
27.0,60223.39,13858.81,No,Bachelors,Male,666.0,Employed
31.0,60425.33,16224.48,Yes,Bachelors,Male,665.0,Employed
44.0,100864.84,,Yes,Masters,Male,701.0,Self-Employed
47.0,88253.43,12319.16,Yes,Masters,Female,688.0,Employed
50.0,56716.54,7976.57,Yes,Masters,Female,727.0,Employed
31.0,96969.22,9851.43,No,PhD,Male,,Employed
44.0,85101.62,16697.31,No,Masters,Male,670.0,Self-Employed
33.0,79767.79,14752.58,Yes,High School,Female,697.0,Employed
32.0,80531.8,9524.91,Yes,Bachelors,Female,659.0,Self-Employed
50.0,47077.58,14664.62,Yes,Masters,Male,771.0,Self-Employed
33.0,100105.28,13188.03,Yes,Bachelors,Male,787.0,Employed
41.0,89030.15,19414.26,No,PhD,Female,628.0,Employed
40.0,74902.47,4630.86,Yes,Masters,Male,743.0,Employed
27.0,74872.13,11295.67,Yes,Bachelors,Female,725.0,Employed
48.0,68170.5,22587.07,Yes,High School,Female,725.0,Employed
44.0,58625.82,9179.81,No,Masters,Female,695.0,Employed
,80690.96,9594.4,Yes,Masters,Female,685.0,Unemployed
41.0,54091.86,12409.94,Yes,Bachelors,Male,767.0,Employed
30.0,73013.97,21343.81,Yes,High School,Female,768.0,Self-Employed
49.0,71947.3,17011.05,Yes,Masters,Female,726.0,Unemployed
24.0,77703.63,9687.89,No,Bachelors,Male,640.0,Employed
34.0,88825.0,14577.72,No,Bachelors,Male,723.0,Employed
42.0,78066.74,13241.83,Yes,Bachelors,Female,700.0,Employed
39.0,83871.33,17248.98,No,High School,Female,717.0,Employed
46.0,31201.15,14790.51,Yes,PhD,Male,726.0,Employed
23.0,79208.27,15982.08,Yes,Bachelors,Male,714.0,Employed
55.0,71501.13,13391.96,Yes,Bachelors,Male,769.0,Employed
43.0,77434.5,21612.48,Yes,Masters,Female,687.0,Employed
52.0,59418.41,14785.97,Yes,Bachelors,Female,769.0,Employed
47.0,93018.51,11868.26,Yes,Masters,Female,702.0,Employed
38.0,75008.61,20302.96,No,Bachelors,Female,760.0,Employed
25.0,55103.7,17952.84,Yes,Masters,Male,765.0,Employed
32.0,,10451.52,Yes,Masters,Female,741.0,Employed
54.0,88055.47,-4700.04,Yes,Bachelors,Female,691.0,Employed
52.0,68294.22,17702.11,Yes,PhD,Female,629.0,Employed
32.0,69905.67,12820.66,Yes,High School,Male,744.0,Employed
10.0,66045.75,15212.29,Yes,Masters,Female,699.0,Employed
36.0,90222.61,20911.12,Yes,PhD,Female,725.0,Employed
35.0,79646.6,10235.18,Yes,Bachelors,Female,769.0,Employed
36.0,46257.33,9376.31,Yes,Masters,Female,685.0,Unemployed
,50484.58,8019.43,Yes,Bachelors,Female,727.0,Unemployed
47.0,70091.35,26017.04,No,Bachelors,Female,639.0,Employed
48.0,57139.17,20958.47,No,High School,Female,738.0,Employed
42.0,26789.37,18358.13,Yes,Masters,Male,689.0,Employed
20.0,55099.48,5365.33,No,Bachelors,Male,605.0,Unemployed
35.0,64429.55,7881.09,Yes,Bachelors,Female,741.0,Employed
61.0,61999.97,18512.98,Yes,Bachelors,Female,851.0,Employed
42.0,84415.24,17007.91,Yes,Masters,Female,718.0,Self-Employed
42.0,25309.21,13641.0,Yes,Masters,Male,667.0,Employed
42.0,54552.69,8239.65,Yes,High School,Female,752.0,Employed
42.0,85913.25,20276.19,Yes,Masters,Male,701.0,Employed
14.0,56646.77,23959.55,Yes,High School,Male,743.0,Employed
36.0,45772.18,17193.09,Yes,High School,Male,670.0,Employed
38.0,,11220.02,Yes,Bachelors,Male,643.0,Unemployed
51.0,78924.15,22620.96,Yes,Masters,Male,737.0,Employed
38.0,64931.93,15842.83,No,Bachelors,Female,691.0,Employed
22.0,,,Yes,High School,Female,686.0,Employed
42.0,,13209.99,Yes,Masters,Male,768.0,Employed
30.0,77497.35,25310.43,Yes,High School,Female,697.0,Employed
26.0,44730.04,12757.59,Yes,Bachelors,Female,742.0,Employed
30.0,71895.72,11693.02,Yes,Bachelors,Female,692.0,Self-Employed
43.0,44010.3,19146.11,No,Masters,Male,780.0,Employed
51.0,93401.83,14634.17,No,Masters,Female,807.0,Self-Employed
43.0,94623.94,16937.32,Yes,Bachelors,Male,754.0,Employed
44.0,64246.53,9907.57,Yes,Masters,Male,672.0,Employed
43.0,91299.23,9996.78,No,Bachelors,Female,761.0,Employed
39.0,54875.71,13092.96,Yes,PhD,Female,720.0,Self-Employed
45.0,67202.33,16791.86,No,Masters,Female,742.0,Employed
14.0,58304.21,11110.57,No,Masters,Female,703.0,Unemployed
39.0,69506.26,20345.94,Yes,Bachelors,Female,700.0,Self-Employed
